week_start,OEE_Score,DelayRate,Revenue,OrderVolume,is_interpolated_oee,is_interpolated_delay,is_filled_delay
2019-12-16,0.65,0.5454545454545454,146213309.77993062,22.0,0,0,0
2019-12-23,0.65,0.5454545454545454,143820160.89107537,22.0,0,0,0
2019-12-30,0.65,0.6190476190476191,140031579.94602597,21.0,0,0,0
2020-01-06,0.65,0.5555555555555556,139567817.7807296,9.0,0,0,0
2020-01-13,0.65,0.5714285714285714,135844765.527169,7.0,0,0,0
2020-01-20,0.65,0.6666666666666666,133024475.47107685,9.0,0,0,0
2020-01-27,0.65,0.75,132503988.23989624,12.0,0,0,0
2020-02-03,0.65,0.08333333333333333,131065166.6036514,12.0,0,0,0
2020-02-10,0.65,0.6666666666666666,129621020.07616112,12.0,0,0,0
2020-02-17,0.65,0.3333333333333333,131714428.93452959,12.0,0,0,0
2020-02-24,0.65,0.38461538461538464,134983135.41171452,13.0,0,0,0
2020-03-02,0.65,0.5555555555555556,137592276.14814663,9.0,0,0,0
2020-03-09,0.65,0.4375,140561741.00812802,16.0,0,0,0
2020-03-16,0.65,0.45454545454545453,141808090.43791687,11.0,0,0,0
2020-03-23,0.65,0.18181818181818182,143408339.85263085,11.0,0,0,0
2020-03-30,0.65,0.5714285714285714,144413682.14289767,14.0,0,0,0
2020-04-06,0.65,0.5,146686735.32550666,10.0,0,0,0
2020-04-13,0.65,0.3684210526315789,147782642.02448344,19.0,0,0,0
2020-04-20,0.65,0.4666666666666667,148483979.82362744,15.0,0,0,0
2020-04-27,0.65,0.25,151239453.08015332,16.0,0,0,0
2020-05-04,0.65,0.2857142857142857,155677717.7944577,7.0,0,0,0
2020-05-11,0.65,0.42857142857142855,158605918.31073433,7.0,0,0,0
2020-05-18,0.65,0.6923076923076923,163518256.66901603,13.0,0,0,0
2020-05-25,0.65,0.25,163072602.87685072,4.0,0,0,0
2020-06-01,0.65,0.45454545454545453,159779641.28731498,11.0,0,0,0
2020-06-08,0.65,0.21428571428571427,161358944.66168368,14.0,0,0,0
2020-06-15,0.65,0.4,160545842.36017233,10.0,0,0,0
2020-06-22,0.65,0.375,160389092.85050318,8.0,0,0,0
2020-06-29,0.65,0.38461538461538464,157052422.2750036,13.0,0,0,0
2020-07-06,0.65,0.0,155554817.51853827,6.0,0,0,0
2020-07-13,0.65,0.4,152843980.45404232,10.0,0,0,0
2020-07-20,0.65,0.4,151758354.80989915,10.0,0,0,0
2020-07-27,0.65,0.4444444444444444,150322475.31683794,9.0,0,0,0
2020-08-03,0.65,0.1111111111111111,149231512.2164539,9.0,0,0,0
2020-08-10,0.65,0.5454545454545454,149578543.844578,11.0,0,0,0
2020-08-17,0.65,0.4,148564074.97105756,10.0,0,0,0
2020-08-24,0.65,0.46153846153846156,143331836.28612068,13.0,0,0,0
2020-08-31,0.65,0.375,141400159.57906368,8.0,0,0,0
2020-09-07,0.65,0.3333333333333333,138699942.3148393,9.0,0,0,0
2020-09-14,0.65,0.5,135648975.14169377,16.0,0,0,0
2020-09-21,0.65,0.4444444444444444,132694296.2755059,9.0,0,0,0
2020-09-28,0.65,0.25,130379411.36569569,8.0,0,0,0
2020-10-05,0.65,0.2857142857142857,126945090.82792339,7.0,0,0,0
2020-10-12,0.65,0.26666666666666666,124831472.57303518,15.0,0,0,0
2020-10-19,0.65,0.2222222222222222,125417755.79960684,9.0,0,0,0
2020-10-26,0.65,0.75,122701991.05303955,4.0,0,0,0
2020-11-02,0.65,0.4444444444444444,119105074.73575835,9.0,0,0,0
2020-11-09,0.65,0.3333333333333333,116917359.89350878,9.0,0,0,0
2020-11-16,0.65,0.35294117647058826,113256573.34711276,17.0,0,0,0
2020-11-23,0.65,0.25,109733920.26008151,4.0,0,0,0
2020-11-30,0.65,0.3333333333333333,108801444.36828546,12.0,0,0,0
2020-12-07,0.65,0.5,110293130.09313576,8.0,0,0,0
2020-12-14,0.65,0.5714285714285714,109639976.71415529,7.0,0,0,0
2020-12-21,0.65,0.0,109708615.96000715,6.0,0,0,0
2020-12-28,0.65,0.14285714285714285,107441177.46880391,7.0,0,0,0
2021-01-04,0.65,0.375,108698953.16977796,8.0,0,0,0
2021-01-11,0.65,0.38461538461538464,110224092.1087135,13.0,0,0,0
2021-01-18,0.65,0.3333333333333333,110655937.37911753,9.0,0,0,0
2021-01-25,0.65,0.46153846153846156,111760246.672813,13.0,0,0,0
2021-02-01,0.65,0.38461538461538464,112838513.53926916,13.0,0,0,0
2021-02-08,0.65,0.3888888888888889,112447785.4866706,18.0,0,0,0
2021-02-15,0.65,0.42105263157894735,114001575.17076483,19.0,0,0,0
2021-02-22,0.65,0.46153846153846156,116887543.00640242,13.0,0,0,0
2021-03-01,0.65,0.4166666666666667,117912975.22591276,12.0,0,0,0
2021-03-08,0.65,0.25,118342465.35338624,12.0,0,0,0
2021-03-15,0.65,0.5384615384615384,119780998.00362575,13.0,0,0,0
2021-03-22,0.65,0.2857142857142857,122995143.00936584,7.0,0,0,0
2021-03-29,0.65,0.5454545454545454,123149362.41990753,11.0,0,0,0
2021-04-05,0.65,0.6190476190476191,125311676.79952598,21.0,0,0,0
2021-04-12,0.65,0.6086956521739131,125164857.49341191,23.0,0,0,0
2021-04-19,0.65,0.14285714285714285,126513038.2183523,7.0,0,0,0
2021-04-26,0.65,0.3076923076923077,127044057.27277642,13.0,0,0,0
2021-05-03,0.65,0.4,127991784.41799757,10.0,0,0,0
2021-05-10,0.65,0.15384615384615385,133007509.99734414,13.0,0,0,0
2021-05-17,0.65,0.3076923076923077,133353494.98323369,13.0,0,0,0
2021-05-24,0.65,0.3333333333333333,136363616.74344578,18.0,0,0,0
2021-05-31,0.65,0.25,141534042.07870328,12.0,0,0,0
2021-06-07,0.65,0.3684210526315789,144531328.02431563,19.0,0,0,0
2021-06-14,0.65,0.5,143222916.48357487,14.0,0,0,0
2021-06-21,0.65,0.35,141506499.87975487,20.0,0,0,0
2021-06-28,0.65,0.6666666666666666,139641555.3984054,9.0,0,0,0
2021-07-05,0.65,0.2857142857142857,138787413.53678674,21.0,0,0,0
2021-07-12,0.65,0.42857142857142855,137949195.92521235,14.0,0,0,0
2021-07-19,0.65,0.42857142857142855,134314997.2724435,7.0,0,0,0
2021-07-26,0.65,0.38461538461538464,131540620.40704666,13.0,0,0,0
2021-08-02,0.6535198912174183,0.4166666666666667,128685326.98240471,12.0,0,0,0
2021-08-09,0.6664474544494273,0.3333333333333333,126668217.6124116,15.0,0,0,0
2021-08-16,0.65,0.5333333333333333,127663074.10560979,15.0,0,0,0
2021-08-23,0.65,0.3333333333333333,124056721.19912674,15.0,0,0,0
2021-08-30,0.65,0.5555555555555556,120166341.89742212,9.0,0,0,0
2021-09-06,0.65,0.26666666666666666,116057883.43468118,15.0,0,0,0
2021-09-13,0.65,0.5,114502484.91923656,12.0,0,0,0
2021-09-20,0.65,0.36363636363636365,111976013.51964884,11.0,0,0,0
2021-09-27,0.6573199073104335,0.3333333333333333,108644463.30261683,15.0,0,0,0
2021-10-04,0.655748970862041,0.3333333333333333,106148866.2163906,15.0,0,0,0
2021-10-11,0.6741067175701762,0.2222222222222222,103526564.28384197,9.0,0,0,0
2021-10-18,0.6807977229557564,0.2,102742810.68511844,10.0,0,0,0
2021-10-25,0.6778763780034545,0.18181818181818182,105322887.55038254,11.0,0,0,0
2021-11-01,0.6914652389910005,0.35294117647058826,105420823.75046885,17.0,0,0,0
2021-11-08,0.6834361776937186,0.5,104454661.68338929,20.0,0,0,0
2021-11-15,0.6835522929487999,0.2222222222222222,102728159.63079803,18.0,0,0,0
2021-11-22,0.6840720101021512,0.14285714285714285,100410755.00629498,7.0,0,0,0
2021-11-29,0.7046933370916855,0.42857142857142855,100732087.1899182,14.0,0,0,0
2021-12-06,0.7013296589745539,0.3333333333333333,101350101.44828998,6.0,0,0,0
2021-12-13,0.6843247394874342,0.42857142857142855,100628404.01334457,14.0,0,0,0
2021-12-20,0.6808835714220222,0.1111111111111111,102069910.66422558,9.0,0,0,0
2021-12-27,0.6839821609906132,0.7142857142857143,101933289.559084,14.0,0,0,0
2022-01-03,0.6902250196071261,0.2222222222222222,102905091.73376106,9.0,0,0,0
2022-01-10,0.7145663758876017,0.5,103494935.67974658,8.0,0,0,0
2022-01-17,0.733521936307529,0.4,103291900.33247973,5.0,0,0,0
2022-01-24,0.7466107742780757,0.0,103084134.03769332,7.0,0,0,0
2022-01-31,0.7523757395499894,0.16666666666666666,104629235.69223773,6.0,0,0,0
2022-02-07,0.7742577506223213,0.125,108209346.45071238,8.0,0,0,0
2022-02-14,0.7735163231172785,0.14285714285714285,110918452.98082462,7.0,0,0,0
2022-02-21,0.7684668906881346,0.14285714285714285,115142021.91031821,7.0,0,0,0
2022-02-28,0.7643583853820365,0.8,116461233.26841381,5.0,0,0,0
2022-03-07,0.7547693061583072,0.3333333333333333,119779451.12604901,9.0,0,0,0
2022-03-14,0.7570331520985198,0.2,122347718.46980275,5.0,0,0,0
2022-03-21,0.7627602703546124,0.2857142857142857,122516721.27405836,7.0,0,0,0
2022-03-28,0.7765668452865834,0.25,124924236.52564313,8.0,0,0,0
2022-04-04,0.779383184982853,0.16666666666666666,129884138.97532704,6.0,0,0,0
2022-04-11,0.7707459831308077,0.14285714285714285,131737743.29893322,7.0,0,0,0
2022-04-18,0.7575870763779807,0.2857142857142857,133898215.41897188,7.0,0,0,0
2022-04-25,0.7581479971433079,0.6666666666666666,136906205.88628662,3.0,0,0,0
2022-05-02,0.7590638678289816,0.36363636363636365,142848057.84449363,11.0,0,0,0
2022-05-09,0.7598626054070388,0.2222222222222222,143609028.40788567,9.0,0,0,0
2022-05-16,0.7625376979453203,0.375,145960076.86127505,8.0,0,0,0
2022-05-23,0.7712423732882716,0.14285714285714285,148591233.7598371,7.0,0,0,0
2022-05-30,0.785924477241171,0.25,150180693.702952,4.0,0,0,0
2022-06-06,0.78521559782489,0.16666666666666666,153082600.75342533,12.0,0,0,0
2022-06-13,0.7921789330437129,0.6666666666666666,154070674.0468484,3.0,0,0,0
2022-06-20,0.8055345474901368,0.0,154897555.59945458,4.0,0,0,0
2022-06-27,0.8095464443445501,0.0,153605288.86483908,4.0,0,0,0
2022-07-04,0.8190915222110117,0.5,154596270.57573092,10.0,0,0,0
2022-07-11,0.8270234889784062,0.1,157785966.992704,10.0,0,0,0
2022-07-18,0.8230176491539969,0.0,159658474.84624636,4.0,0,0,0
2022-07-25,0.8277447379629309,0.1111111111111111,163004042.32806015,9.0,0,0,0
2022-08-01,0.8275181444189155,0.5714285714285714,164817880.7715871,7.0,0,0,0
2022-08-08,0.8300608647652343,0.3333333333333333,164516563.43318433,6.0,0,0,0
2022-08-15,0.8218519929939189,0.2857142857142857,162002628.9837039,7.0,0,0,0
2022-08-22,0.825473924528974,0.42857142857142855,158636665.2225727,7.0,0,0,0
2022-08-29,0.8408207941583712,0.2727272727272727,153598912.82387793,11.0,0,0,0
2022-09-05,0.8600949618478055,0.16666666666666666,151337387.0661763,6.0,0,0,0
2022-09-12,0.8713858184077301,0.125,150198806.52452093,8.0,0,0,0
2022-09-19,0.8608526930087488,0.5555555555555556,151733432.3099592,9.0,0,0,0
2022-09-26,0.8633368057647567,0.3333333333333333,150837871.5247248,6.0,0,0,0
2022-10-03,0.8599777795522322,0.3333333333333333,147093127.65007737,12.0,0,0,0
2022-10-10,0.8621166535247837,0.25,142116837.7488043,8.0,0,0,0
2022-10-17,0.852386735567952,0.35714285714285715,139669194.84713286,14.0,0,0,0
2022-10-24,0.8329019643082732,0.3333333333333333,139234489.55281428,6.0,0,0,0
2022-10-31,0.8266537330214894,0.5,136941414.837434,6.0,0,0,0
2022-11-07,0.8285028996957977,0.7142857142857143,135149951.10269004,7.0,0,0,0
2022-11-14,0.8300742040294271,0.0,132631884.34450229,4.0,0,0,0
2022-11-21,0.8308199270224301,0.6,131639336.25159727,10.0,0,0,0
2022-11-28,0.8290700345026296,0.1,127736616.32068187,10.0,0,0,0
2022-12-05,0.8310288506586931,0.75,129323347.73680313,4.0,0,0,0
2022-12-12,0.833274782430929,0.3333333333333333,126424547.20180248,15.0,0,0,0
2022-12-19,0.8332291523212123,0.16666666666666666,127149176.46661915,6.0,0,0,0
2022-12-26,0.8341162130673498,0.45454545454545453,126305736.02666472,11.0,0,0,0
2023-01-02,0.8473703653266527,0.2,126576618.65683769,10.0,0,0,0
2023-01-09,0.849342169578644,0.4444444444444444,127197368.05489364,9.0,0,0,0
2023-01-16,0.8516347319769441,0.4,128386718.61743812,10.0,0,0,0
2023-01-23,0.8589743080816226,0.2,130395675.72267939,10.0,0,0,0
2023-01-30,0.8652943269012331,0.2857142857142857,133723566.13951047,7.0,0,0,0
2023-02-06,0.8690763108441645,0.0,138666540.48321173,3.0,0,0,0
2023-02-13,0.875613756653423,0.2,142944452.32666224,5.0,0,0,0
2023-02-20,0.8745931145424302,0.2,150226333.4924838,10.0,0,0,0
2023-02-27,0.8772003067855269,0.4444444444444444,154718594.6394499,9.0,0,0,0
2023-03-06,0.8769609903457859,0.23076923076923078,160768219.05673212,13.0,0,0,0
2023-03-13,0.8879495867723068,0.14285714285714285,165764922.5763021,7.0,0,0,0
2023-03-20,0.9036755394337783,0.14285714285714285,169195477.53326344,7.0,0,0,0
2023-03-27,0.9145326429393605,0.0,175313512.64646176,4.0,0,0,0
2023-04-03,0.9108008957590039,0.16666666666666666,183020309.83774972,6.0,0,0,0
2023-04-10,0.924526464838968,0.0,190214417.8491299,7.0,0,0,0
2023-04-17,0.9316353299686942,0.0,199187339.50245017,5.0,0,0,0
2023-04-24,0.9280145581110147,0.2857142857142857,208987039.08792,7.0,0,0,0
2023-05-01,0.9380202479833194,0.4,215689319.24055535,5.0,0,0,0
2023-05-08,0.9323424150243188,0.14285714285714285,213966761.2078039,7.0,0,0,0
2023-05-15,0.949262321053045,0.1111111111111111,223519611.7744791,9.0,0,0,0
2023-05-22,0.95,0.2,227741934.6348827,5.0,0,0,0
2023-05-29,0.9458552614204148,0.125,231101277.86755177,8.0,0,0,0
2023-06-05,0.9498272569969777,0.0,234044968.5177137,3.0,0,0,0
2023-06-12,0.9492553343243467,0.2,238735320.24274457,5.0,0,0,0
2023-06-19,0.9483363839359942,0.6666666666666666,240775812.40225363,3.0,0,0,0
2023-06-26,0.95,0.1,241161850.2810799,10.0,0,0,0
2023-07-03,0.95,0.0,241217820.31033173,6.0,0,0,0
2023-07-10,0.95,0.0,244898492.69838727,4.0,0,0,0
2023-07-17,0.95,0.0,255088111.32283732,6.0,0,0,0
2023-07-24,0.95,0.0,262779601.16189346,5.0,0,0,0
2023-07-31,0.95,0.08333333333333333,271045428.0043071,12.0,0,0,0
2023-08-07,0.95,0.2857142857142857,272952730.2776288,7.0,0,0,0
2023-08-14,0.95,0.0,275515512.80029523,3.0,0,0,0
2023-08-21,0.95,0.5,277008904.16509235,2.0,0,0,0
2023-08-28,0.95,0.2727272727272727,273034789.9296385,11.0,0,0,0
2023-09-04,0.95,0.14285714285714285,269764658.7924229,7.0,0,0,0
2023-09-11,0.95,0.5,268982081.42835844,6.0,0,0,0
2023-09-18,0.95,0.2222222222222222,268915671.22792095,9.0,0,0,0
2023-09-25,0.95,0.2222222222222222,266138891.9059385,9.0,0,0,0
2023-10-02,0.95,0.0,259984833.56891444,6.0,0,0,0
2023-10-09,0.95,0.1111111111111111,258303070.14553052,9.0,0,0,0
2023-10-16,0.95,0.5,252992535.15137288,6.0,0,0,0
2023-10-23,0.95,0.2222222222222222,252092549.22294623,9.0,0,0,0
2023-10-30,0.95,0.25,251196632.84991565,8.0,0,0,0
2023-11-06,0.95,0.5,247417609.3546881,2.0,0,0,0
2023-11-13,0.95,0.0,246509341.70766178,5.0,0,0,0
2023-11-20,0.95,0.1111111111111111,247657921.7489686,9.0,0,0,0
2023-11-27,0.95,0.3333333333333333,248694154.6078883,6.0,0,0,0
2023-12-04,0.95,0.42857142857142855,245970930.82598844,7.0,0,0,0
2023-12-11,0.95,0.16666666666666666,246155617.74341002,6.0,0,0,0
2023-12-18,0.95,0.5,247348301.34422815,6.0,0,0,0
2023-12-25,0.9485512891131138,0.2222222222222222,252338222.57083854,9.0,0,0,0
2024-01-01,0.95,0.0,253882662.42593408,11.0,0,0,0
2024-01-08,0.95,0.2,259126684.35004196,10.0,0,0,0
2024-01-15,0.95,0.29411764705882354,266724648.09742644,17.0,0,0,0
2024-01-22,0.9461257342500212,0.25,271841499.7495283,12.0,0,0,0
2024-01-29,0.95,0.5,280275034.55526036,4.0,0,0,0
2024-02-05,0.95,0.2222222222222222,288677807.6477643,9.0,0,0,0
2024-02-12,0.95,0.1111111111111111,299109642.8803534,9.0,0,0,0
2024-02-19,0.95,0.18181818181818182,307576713.94238997,11.0,0,0,0
2024-02-26,0.95,0.13333333333333333,325639919.1221297,15.0,0,0,0
2024-03-04,0.95,0.1111111111111111,334257405.80940044,9.0,0,0,0
2024-03-11,0.95,0.3076923076923077,354209023.33895,13.0,0,0,0
2024-03-18,0.95,0.3,368473043.7752515,10.0,0,0,0
2024-03-25,0.95,0.25,385192873.6770962,12.0,0,0,0
2024-04-01,0.95,0.2857142857142857,393561355.51174897,7.0,0,0,0
2024-04-08,0.95,0.18181818181818182,407862543.4037465,11.0,0,0,0
2024-04-15,0.95,0.125,426713239.62074226,8.0,0,0,0
2024-04-22,0.95,0.14285714285714285,433902089.6785798,7.0,0,0,0
2024-04-29,0.95,0.3333333333333333,445712037.6433409,9.0,0,0,0
2024-05-06,0.95,0.2857142857142857,445825448.5967025,14.0,0,0,0
2024-05-13,0.95,0.2,455171381.5568458,10.0,0,0,0
2024-05-20,0.95,0.3076923076923077,459234576.7878116,13.0,0,0,0
2024-05-27,0.95,0.09090909090909091,466780623.5324613,11.0,0,0,0
2024-06-03,0.95,0.09090909090909091,493701845.20140254,11.0,0,0,0
2024-06-10,0.95,0.3333333333333333,513388318.0797938,6.0,0,0,0
2024-06-17,0.95,0.0,514494015.7582805,6.0,0,0,0
2024-06-24,0.95,0.23076923076923078,527043887.17239535,13.0,0,0,0
2024-07-01,0.95,0.14285714285714285,539458910.8784319,7.0,0,0,0
2024-07-08,0.95,0.25,543899593.5442798,8.0,0,0,0
2024-07-15,0.95,0.5,547417464.5376744,10.0,0,0,0
2024-07-22,0.95,0.3333333333333333,548017614.018156,6.0,0,0,0
2024-07-29,0.95,0.0,537623453.5276345,4.0,0,0,0
2024-08-05,0.95,0.3333333333333333,528393583.1193219,6.0,0,0,0
2024-08-12,0.95,0.4444444444444444,526108320.49259114,9.0,0,0,0
2024-08-19,0.95,0.16666666666666666,523908692.32210195,6.0,0,0,0
2024-08-26,0.95,0.3333333333333333,514406659.8550568,12.0,0,0,0
2024-09-02,0.95,0.2857142857142857,503282896.3883086,7.0,0,0,0
2024-09-09,0.95,0.625,495208705.07588625,8.0,0,0,0
2024-09-16,0.95,0.1111111111111111,492528748.83095485,9.0,0,0,0
2024-09-23,0.95,0.375,484024078.6092472,8.0,0,0,0
2024-09-30,0.95,0.14285714285714285,486217961.1480098,7.0,0,0,0
2024-10-07,0.95,0.1,478758420.4195133,10.0,0,0,0
2024-10-14,0.95,0.0,478986029.2921797,5.0,0,0,0
2024-10-21,0.95,0.09090909090909091,478505471.1801741,11.0,0,0,0
2024-10-28,0.95,0.1,485090778.24861825,10.0,0,0,0
2024-11-04,0.95,0.75,480500561.10847336,4.0,0,0,0
2024-11-11,0.95,0.6363636363636364,486417818.14181095,11.0,0,0,0
2024-11-18,0.95,0.4,468511728.89818454,5.0,0,0,0
2024-11-25,0.95,0.0,470612358.885048,5.0,0,0,0
2024-12-02,0.95,0.35714285714285715,467109791.43223786,14.0,0,0,0
2024-12-09,0.95,0.16666666666666666,471137210.7906761,6.0,0,0,0
2024-12-16,0.95,0.25,483055558.29721767,8.0,0,0,0
2024-12-23,0.95,0.2222222222222222,492597797.92968124,9.0,0,0,0
2024-12-30,0.95,0.0,495473806.1072406,5.0,0,0,0
2025-01-06,0.95,0.14285714285714285,508792035.96627223,7.0,0,0,0
2025-01-13,0.95,0.3333333333333333,531120723.37024134,6.0,0,0,0
2025-01-20,0.95,0.4166666666666667,535889667.89943486,12.0,0,0,0
2025-01-27,0.95,0.5,557402087.678746,10.0,0,0,0
2025-02-03,0.949217405177257,0.2857142857142857,566038925.0032324,7.0,0,0,0
2025-02-10,0.95,0.3,569845367.3150988,10.0,0,0,0
2025-02-17,0.95,0.4166666666666667,571468098.1887106,12.0,0,0,0
2025-02-24,0.95,0.4166666666666667,579052615.2574241,12.0,0,0,0
2025-03-03,0.95,0.16666666666666666,576428904.8174977,6.0,0,0,0
2025-03-10,0.9465236943732352,0.2,586160103.6009989,10.0,0,0,0
2025-03-17,0.95,0.6666666666666666,595942881.7050459,12.0,0,0,0
2025-03-24,0.9459987510645178,0.2857142857142857,600221113.5842026,7.0,0,0,0
2025-03-31,0.9355074164023419,0.3076923076923077,617302316.9491632,13.0,0,0,0
2025-04-07,0.9284541065387066,0.5555555555555556,623996532.6412399,9.0,0,0,0
2025-04-14,0.9351224980654989,0.25,629192508.9208518,8.0,0,0,0
2025-04-21,0.9315176128507925,0.5,636257909.7202843,6.0,0,0,0
2025-04-28,0.9388312124597727,0.3,647200617.1397592,10.0,0,0,0
2025-05-05,0.9355431665912327,0.125,658919356.6252075,8.0,0,0,0
2025-05-12,0.9313277089833994,0.375,664444833.3781862,8.0,0,0,0
2025-05-19,0.9381870157377524,0.2857142857142857,676892728.9487238,7.0,0,0,0
2025-05-26,0.9340854947017561,0.2222222222222222,688493928.5117811,9.0,0,0,0
2025-06-02,0.9443521649435549,0.25,689112246.2894901,8.0,0,0,0
2025-06-09,0.95,0.2222222222222222,696184597.394208,9.0,0,0,0
2025-06-16,0.9487528639838013,0.25,710195147.030567,4.0,0,0,0
